respondent_id,year,district,region,gender,age,urban_rural,parent_education,monthly_household_income_ugx,completed,dropout
R18053,2023,Arua,Northern,Male,14,Rural,Tertiary,1701501,0,1
R18054,2024,Fort Portal,Western,Male,12,Rural,Secondary,21441,1,0
R18055,2023,Masaka,Central,Female,18,Rural,didnot attend school,460466,0,1
R18056,2023,Soroti,Eastern,Female,18,Rural,Secondary,343783,1,0
R18057,2024,Fort Portal,Western,Female,12,Rural,Tertiary,335232,0,1
R18058,2021,Soroti,Eastern,Female,12,Rural,Primary,185504,0,1
R18059,2024,Soroti,Eastern,Male,20,Rural,Primary,151274,1,0
R18060,2021,Gulu,Northern,Female,18,Urban,Primary,384988,1,0
R18061,2021,Mbale,Eastern,Female,18,Urban,didnot attend school,461831,1,0
R18062,2021,Masaka,Central,Female,18,Rural,Tertiary,260493,1,0
R18063,2023,Fort Portal,Western,Male,15,Rural,Tertiary,17597,1,0
R18064,2023,Fort Portal,Western,Female,19,Rural,University,253779,1,0
R18065,2022,Mbarara,Western,Male,18,Urban,Secondary,431988,1,0
R18066,2021,Kampala,Central,Male,20,Urban,Tertiary,179030,0,1
R18067,2023,Masaka,Central,Male,15,Rural,Primary,320851,0,1
R18068,2021,Mbale,Eastern,Female,17,Urban,Secondary,208336,0,1
R18069,2023,Mbarara,Western,Male,17,Urban,Secondary,434091,1,0
R18070,2022,Soroti,Eastern,Female,15,Rural,University,296169,1,0
R18071,2024,Arua,Northern,Male,12,Rural,Tertiary,310406,1,0
R18072,2024,Soroti,Eastern,Female,12,Rural,University,381635,1,0
R18073,2024,Soroti,Eastern,Male,16,Rural,Tertiary,475456,0,1
R18074,2021,Kampala,Central,Female,18,Urban,Tertiary,2587485,0,1
R18075,2024,Lira,Northern,Male,17,Rural,didnot attend school,172304,0,1
R18076,2022,Kampala,Central,Male,20,Urban,Tertiary,149729,1,0
R18077,2024,Jinja,Eastern,Male,18,Urban,Secondary,487771,1,0
R18078,2022,Lira,Northern,Male,12,Rural,Primary,20261,0,1
R18079,2024,Jinja,Eastern,Female,18,Urban,didnot attend school,458585,0,1
R18080,2023,Soroti,Eastern,Male,15,Rural,Secondary,2920533,1,0
R18081,2022,Mbarara,Western,Male,12,Urban,Primary,47817,1,0
R18082,2023,Jinja,Eastern,Female,13,Urban,Primary,58409,0,1
R18083,2024,Masaka,Central,Female,15,Rural,Secondary,268292,1,0
R18084,2022,Jinja,Eastern,Male,17,Urban,University,1630745,1,0
R18085,2023,Kampala,Central,Female,19,Urban,Tertiary,233009,1,0
R18086,2024,Jinja,Eastern,Male,13,Urban,Primary,69762,0,1
R18087,2021,Soroti,Eastern,Female,16,Rural,Primary,444286,0,1
R18088,2024,Fort Portal,Western,Female,19,Rural,Primary,1539317,1,0
R18089,2022,Mbale,Eastern,Female,15,Urban,Primary,453837,0,1
R18090,2022,Lira,Northern,Female,13,Rural,didnot attend school,96123,0,1
R18091,2024,Arua,Northern,Female,13,Rural,University,469199,1,0
R18092,2021,Soroti,Eastern,Female,15,Rural,Secondary,316606,0,1
R18093,2021,Kampala,Central,Male,18,Urban,didnot attend school,1442310,1,0
R18094,2024,Soroti,Eastern,Female,15,Rural,Primary,187745,0,1
R18095,2024,Lira,Northern,Male,12,Rural,Secondary,210367,1,0
R18096,2022,Lira,Northern,Female,12,Rural,Secondary,1231806,1,0
R18097,2022,Fort Portal,Western,Female,16,Rural,didnot attend school,362141,0,1
R18098,2021,Arua,Northern,Female,14,Rural,University,363186,0,1
R18099,2022,Mbarara,Western,Male,15,Urban,Primary,276549,1,0
R18100,2023,Fort Portal,Western,Male,15,Rural,didnot attend school,64833,0,1
R18101,2024,Mbarara,Western,Female,19,Urban,didnot attend school,1231770,1,0
R18102,2022,Masaka,Central,Female,14,Rural,Secondary,280561,1,0
R18103,2021,Soroti,Eastern,Male,19,Rural,didnot attend school,147114,0,1
R18104,2022,Arua,Northern,Female,17,Rural,didnot attend school,151377,0,1
R18105,2024,Arua,Northern,Male,15,Rural,Primary,487619,0,1
R18106,2023,Gulu,Northern,Female,20,Urban,Secondary,91912,0,1
R18107,2024,Masaka,Central,Male,20,Rural,didnot attend school,250461,0,1
R18108,2022,Mbarara,Western,Male,19,Urban,Primary,117572,0,1
R18109,2021,Lira,Northern,Female,13,Rural,Primary,483574,1,0
R18110,2024,Lira,Northern,Male,16,Rural,Primary,103400,0,1
R18111,2021,Kampala,Central,Female,17,Urban,Secondary,329174,0,1
R18112,2023,Masaka,Central,Male,16,Rural,didnot attend school,341777,1,0
R18113,2024,Mbale,Eastern,Male,15,Urban,didnot attend school,16642,1,0
R18114,2024,Kampala,Central,Male,15,Urban,Secondary,1542492,1,0
R18115,2023,Kampala,Central,Male,18,Urban,Primary,262935,1,0
R18116,2021,Soroti,Eastern,Male,15,Rural,didnot attend school,187498,0,1
R18117,2024,Jinja,Eastern,Male,15,Urban,Primary,257523,1,0
R18118,2022,Mbarara,Western,Male,17,Urban,University,246494,0,1
R18119,2021,Kampala,Central,Female,16,Urban,Secondary,74383,0,1
R18120,2024,Arua,Northern,Female,19,Rural,Tertiary,19657,0,1
R18121,2021,Lira,Northern,Female,17,Rural,Tertiary,93650,0,1
R18122,2022,Kampala,Central,Male,18,Urban,University,26524,1,0
R18123,2024,Mbarara,Western,Female,20,Urban,Tertiary,453343,1,0
R18124,2023,Arua,Northern,Male,13,Rural,Secondary,112740,1,0
R18125,2023,Soroti,Eastern,Female,17,Rural,Primary,241688,0,1
R18126,2024,Arua,Northern,Male,14,Rural,Primary,196765,1,0
R18127,2021,Fort Portal,Western,Female,14,Rural,Secondary,302101,1,0
R18128,2023,Soroti,Eastern,Female,13,Rural,University,103979,1,0
R18129,2023,Arua,Northern,Female,17,Rural,Primary,168743,0,1
R18130,2024,Gulu,Northern,Male,13,Urban,Secondary,370334,0,1
R18131,2024,Arua,Northern,Female,14,Rural,Primary,1812056,0,1
R18132,2021,Arua,Northern,Female,20,Rural,Primary,170555,0,1
R18133,2024,Arua,Northern,Male,20,Rural,Primary,267708,1,0
R18134,2022,Mbarara,Western,Male,14,Urban,Secondary,62650,1,0
R18135,2021,Mbarara,Western,Female,16,Urban,Primary,13893,0,1
R18136,2021,Masaka,Central,Male,13,Rural,Secondary,72114,0,1
R18137,2022,Jinja,Eastern,Female,12,Urban,Tertiary,264313,1,0
R18138,2021,Soroti,Eastern,Female,14,Rural,Tertiary,33953,0,1
R18139,2021,Fort Portal,Western,Female,13,Rural,Primary,105220,0,1
R18140,2022,Mbale,Eastern,Female,15,Urban,Tertiary,422163,1,0
R18141,2022,Arua,Northern,Female,14,Rural,Primary,136397,0,1
R18142,2022,Gulu,Northern,Female,15,Urban,Primary,215256,1,0
R18143,2024,Arua,Northern,Male,14,Rural,Secondary,998371,1,0
R18144,2024,Mbale,Eastern,Female,16,Urban,Primary,431278,0,1
R18145,2021,Soroti,Eastern,Male,20,Rural,didnot attend school,307484,0,1
R18146,2021,Masaka,Central,Female,15,Rural,Primary,379708,0,1
R18147,2023,Arua,Northern,Female,13,Rural,Secondary,48887,0,1
R18148,2024,Soroti,Eastern,Female,20,Rural,Primary,1002382,0,1
R18149,2023,Masaka,Central,Male,19,Rural,Secondary,114072,1,0
R18150,2024,Gulu,Northern,Female,15,Urban,Secondary,356738,0,1
R18151,2022,Fort Portal,Western,Male,18,Rural,Secondary,416756,1,0
R18152,2023,Jinja,Eastern,Male,18,Urban,Tertiary,2054199,0,1
R18153,2021,Fort Portal,Western,Male,19,Rural,Primary,75736,0,1
R18154,2021,Arua,Northern,Female,18,Rural,Primary,1721313,1,0
R18155,2023,Mbale,Eastern,Male,20,Urban,Primary,29834,1,0
R18156,2022,Jinja,Eastern,Male,17,Urban,Primary,295055,0,1
R18157,2024,Arua,Northern,Male,17,Rural,Secondary,258404,0,1
R18158,2022,Arua,Northern,Female,19,Rural,didnot attend school,91147,0,1
R18159,2022,Lira,Northern,Male,20,Rural,Primary,900388,1,0
R18160,2023,Fort Portal,Western,Male,17,Rural,Tertiary,286234,0,1
R18161,2023,Gulu,Northern,Female,18,Urban,Secondary,236207,0,1
R18162,2021,Gulu,Northern,Male,15,Urban,Secondary,11004,1,0
R18163,2021,Gulu,Northern,Female,19,Urban,Tertiary,230328,0,1
R18164,2024,Mbale,Eastern,Male,14,Urban,Tertiary,436598,1,0
R18165,2021,Jinja,Eastern,Male,16,Urban,Secondary,365245,1,0
R18166,2021,Jinja,Eastern,Male,19,Urban,Primary,1861538,1,0
R18167,2022,Gulu,Northern,Female,19,Urban,University,456883,1,0
R18168,2024,Gulu,Northern,Male,14,Urban,Secondary,235210,1,0
R18169,2021,Mbarara,Western,Female,16,Urban,Primary,234961,1,0
R18170,2021,Masaka,Central,Female,18,Rural,Primary,494417,0,1
R18171,2021,Jinja,Eastern,Female,16,Urban,Secondary,2374069,1,0
R18172,2023,Lira,Northern,Male,20,Rural,University,307791,1,0
R18173,2021,Fort Portal,Western,Female,18,Rural,Primary,185066,0,1
R18174,2021,Gulu,Northern,Male,19,Urban,didnot attend school,363640,0,1
R18175,2022,Lira,Northern,Male,19,Rural,Tertiary,428574,1,0
R18176,2022,Gulu,Northern,Female,14,Urban,University,246977,1,0
R18177,2022,Masaka,Central,Male,12,Rural,Primary,224032,1,0
R18178,2024,Lira,Northern,Female,19,Rural,Primary,36340,1,0
R18179,2023,Mbarara,Western,Female,17,Urban,Secondary,2241292,1,0
R18180,2022,Fort Portal,Western,Male,19,Rural,Primary,456509,1,0
R18181,2022,Soroti,Eastern,Male,13,Rural,Tertiary,2599641,1,0
R18182,2022,Fort Portal,Western,Female,19,Rural,didnot attend school,428709,0,1
R18183,2023,Kampala,Central,Female,15,Urban,didnot attend school,397356,0,1
R18184,2021,Kampala,Central,Male,17,Urban,Primary,343521,1,0
R18185,2023,Kampala,Central,Male,19,Urban,Primary,371415,1,0
R18186,2023,Mbale,Eastern,Male,19,Urban,didnot attend school,264750,0,1
R18187,2021,Jinja,Eastern,Female,14,Urban,didnot attend school,91927,0,1
R18188,2024,Fort Portal,Western,Male,17,Rural,Tertiary,520955,0,1
R18189,2021,Lira,Northern,Male,18,Rural,Primary,225409,0,1
R18190,2023,Mbarara,Western,Male,15,Urban,University,480358,1,0
R18191,2021,Lira,Northern,Female,17,Rural,Primary,300250,1,0
R18192,2021,Mbale,Eastern,Male,14,Urban,Secondary,1126053,1,0
R18193,2022,Lira,Northern,Male,19,Rural,Primary,65061,1,0
R18194,2022,Mbale,Eastern,Male,12,Urban,Primary,420780,0,1
R18195,2022,Mbarara,Western,Male,13,Urban,Secondary,172100,1,0
R18196,2023,Jinja,Eastern,Female,16,Urban,Secondary,2909780,0,1
R18197,2021,Jinja,Eastern,Female,17,Urban,Tertiary,428658,0,1
R18198,2021,Jinja,Eastern,Female,20,Urban,Tertiary,62142,0,1
R18199,2024,Mbale,Eastern,Female,15,Urban,Secondary,345911,1,0
R18200,2023,Jinja,Eastern,Female,20,Urban,Primary,534986,1,0
R18201,2024,Gulu,Northern,Female,18,Urban,Tertiary,40655,0,1
R18202,2021,Soroti,Eastern,Male,19,Rural,Secondary,477981,0,1
R18203,2022,Kampala,Central,Male,19,Urban,University,210024,1,0
R18204,2023,Mbale,Eastern,Male,17,Urban,Tertiary,463557,1,0
R18205,2021,Mbale,Eastern,Female,17,Urban,didnot attend school,18013,0,1
R18206,2022,Fort Portal,Western,Female,12,Rural,Primary,192907,0,1
R18207,2021,Soroti,Eastern,Male,14,Rural,Secondary,98921,0,1
R18208,2023,Arua,Northern,Female,13,Rural,Secondary,405583,0,1
R18209,2021,Mbale,Eastern,Male,15,Urban,Secondary,218778,1,0
R18210,2023,Gulu,Northern,Male,15,Urban,Tertiary,2451466,1,0
R18211,2021,Jinja,Eastern,Female,19,Urban,Primary,91858,0,1
R18212,2024,Arua,Northern,Female,15,Rural,Primary,178305,1,0
R18213,2022,Mbale,Eastern,Female,20,Urban,didnot attend school,407382,1,0
R18214,2022,Gulu,Northern,Female,19,Urban,Secondary,276420,1,0
R18215,2024,Masaka,Central,Female,18,Rural,Secondary,1246394,1,0
R18216,2023,Soroti,Eastern,Male,14,Rural,Primary,35826,0,1
R18217,2022,Soroti,Eastern,Female,16,Rural,Secondary,2473175,1,0
R18218,2022,Lira,Northern,Female,17,Rural,didnot attend school,129236,1,0
R18219,2024,Gulu,Northern,Female,20,Urban,didnot attend school,130897,1,0
R18220,2024,Kampala,Central,Female,12,Urban,Secondary,104418,1,0
R18221,2023,Soroti,Eastern,Female,19,Rural,Primary,68367,0,1
R18222,2021,Fort Portal,Western,Female,18,Rural,Secondary,336515,0,1
R18223,2023,Kampala,Central,Male,13,Urban,Tertiary,280813,1,0
R18224,2022,Mbale,Eastern,Female,12,Urban,Tertiary,330803,1,0
R18225,2024,Mbale,Eastern,Female,19,Urban,Primary,100552,0,1
R18226,2021,Soroti,Eastern,Female,12,Rural,Primary,85605,0,1
R18227,2022,Kampala,Central,Male,17,Urban,Secondary,1535623,1,0
R18228,2021,Mbarara,Western,Female,18,Urban,Tertiary,59689,0,1
R18229,2024,Fort Portal,Western,Female,18,Rural,Tertiary,1499085,1,0
R18230,2022,Masaka,Central,Male,12,Rural,Primary,449442,1,0
R18231,2021,Lira,Northern,Male,18,Rural,Primary,31313,0,1
R18232,2022,Lira,Northern,Female,16,Rural,Secondary,94377,0,1
R18233,2022,Mbarara,Western,Male,19,Urban,Secondary,137185,1,0
R18234,2023,Jinja,Eastern,Male,20,Urban,Primary,423232,0,1
R18235,2022,Mbale,Eastern,Male,16,Urban,didnot attend school,239583,0,1
R18236,2021,Mbarara,Western,Male,15,Urban,Secondary,455351,0,1
R18237,2023,Mbarara,Western,Female,17,Urban,Primary,158844,1,0
R18238,2021,Masaka,Central,Male,18,Rural,Primary,34866,0,1
R18239,2023,Jinja,Eastern,Male,17,Urban,didnot attend school,313710,0,1
R18240,2024,Lira,Northern,Female,16,Rural,Primary,2391600,1,0
R18241,2024,Mbarara,Western,Female,16,Urban,Secondary,483029,1,0
R18242,2022,Arua,Northern,Male,12,Rural,Primary,107223,0,1
R18243,2024,Soroti,Eastern,Female,16,Rural,didnot attend school,2103836,1,0
R18244,2024,Fort Portal,Western,Male,17,Rural,didnot attend school,38718,0,1
R18245,2021,Arua,Northern,Male,14,Rural,Primary,256627,1,0
R18246,2024,Soroti,Eastern,Male,20,Rural,Secondary,424110,1,0
R18247,2022,Kampala,Central,Male,18,Urban,didnot attend school,50030,0,1
R18248,2022,Fort Portal,Western,Female,14,Rural,Secondary,363845,0,1
R18249,2024,Gulu,Northern,Female,19,Urban,didnot attend school,367165,1,0
R18250,2021,Mbale,Eastern,Male,15,Urban,Primary,214297,0,1
R18251,2023,Lira,Northern,Female,18,Rural,Primary,27812,0,1
R18252,2022,Gulu,Northern,Female,15,Urban,didnot attend school,380789,0,1
R18253,2023,Gulu,Northern,Female,14,Urban,Secondary,168895,1,0
R18254,2023,Soroti,Eastern,Male,13,Rural,Primary,414291,1,0
R18255,2024,Gulu,Northern,Female,17,Urban,Tertiary,46396,0,1
R18256,2021,Arua,Northern,Female,12,Rural,didnot attend school,73328,0,1
R18257,2021,Masaka,Central,Female,13,Rural,didnot attend school,121637,0,1
R18258,2023,Arua,Northern,Male,18,Rural,Primary,101066,0,1
R18259,2023,Arua,Northern,Female,17,Rural,Tertiary,371382,0,1
R18260,2023,Arua,Northern,Female,13,Rural,Primary,313559,0,1
R18261,2024,Jinja,Eastern,Male,17,Urban,Primary,492507,0,1
R18262,2022,Mbale,Eastern,Male,15,Urban,Primary,314885,1,0
R18263,2022,Mbarara,Western,Female,19,Urban,didnot attend school,337949,0,1
R18264,2021,Soroti,Eastern,Female,16,Rural,University,284046,1,0
R18265,2021,Fort Portal,Western,Male,14,Rural,Secondary,2791842,0,1
R18266,2021,Gulu,Northern,Male,16,Urban,Tertiary,53951,1,0
R18267,2022,Arua,Northern,Male,14,Rural,Secondary,1097947,1,0
R18268,2022,Arua,Northern,Female,19,Rural,Secondary,498802,0,1
R18269,2023,Arua,Northern,Female,20,Rural,didnot attend school,225200,0,1
R18270,2023,Lira,Northern,Male,18,Rural,Secondary,1339816,1,0
R18271,2024,Jinja,Eastern,Male,16,Urban,Primary,2027558,0,1
R18272,2022,Fort Portal,Western,Female,16,Rural,Primary,210040,0,1
R18273,2022,Gulu,Northern,Female,16,Urban,Secondary,1032013,1,0
R18274,2024,Mbale,Eastern,Female,14,Urban,Tertiary,286496,1,0
R18275,2022,Mbarara,Western,Male,13,Urban,Secondary,226097,0,1
R18276,2023,Soroti,Eastern,Female,13,Rural,Secondary,292064,0,1
R18277,2021,Arua,Northern,Female,12,Rural,didnot attend school,379317,0,1
R18278,2024,Soroti,Eastern,Female,14,Rural,Primary,226486,1,0
R18279,2021,Soroti,Eastern,Male,19,Rural,didnot attend school,281793,0,1
R18280,2023,Kampala,Central,Female,18,Urban,Secondary,151243,1,0
R18281,2021,Kampala,Central,Female,13,Urban,University,319322,0,1
R18282,2023,Masaka,Central,Male,14,Rural,Primary,1203173,1,0
R18283,2023,Arua,Northern,Female,14,Rural,didnot attend school,1612491,0,1
R18284,2022,Gulu,Northern,Female,17,Urban,Primary,1139235,0,1
R18285,2022,Mbarara,Western,Male,14,Urban,Tertiary,348349,0,1
R18286,2022,Masaka,Central,Male,16,Rural,Secondary,196231,0,1
R18287,2023,Mbale,Eastern,Male,19,Urban,didnot attend school,405513,0,1
R18288,2022,Kampala,Central,Male,16,Urban,University,472596,0,1
R18289,2024,Masaka,Central,Male,12,Rural,Tertiary,327414,1,0
R18290,2023,Mbale,Eastern,Female,12,Urban,didnot attend school,494623,1,0
R18291,2022,Fort Portal,Western,Female,16,Rural,University,453194,1,0
R18292,2024,Mbarara,Western,Female,16,Urban,Primary,460998,1,0
R18293,2024,Mbale,Eastern,Male,17,Urban,Primary,476226,1,0
R18294,2021,Arua,Northern,Female,18,Rural,Primary,115454,1,0
R18295,2022,Mbarara,Western,Female,13,Urban,Tertiary,127338,1,0
R18296,2024,Kampala,Central,Male,12,Urban,Secondary,176206,1,0
R18297,2022,Jinja,Eastern,Female,18,Urban,didnot attend school,1487327,0,1
R18298,2022,Mbale,Eastern,Female,20,Urban,University,190586,0,1
R18299,2022,Masaka,Central,Male,13,Rural,didnot attend school,339276,0,1
R18300,2022,Mbarara,Western,Female,17,Urban,Secondary,463593,1,0
R18301,2021,Jinja,Eastern,Female,17,Urban,Secondary,284028,0,1
R18302,2022,Fort Portal,Western,Male,20,Rural,Primary,403204,1,0
R18303,2021,Soroti,Eastern,Female,19,Rural,Primary,104718,0,1
R18304,2021,Arua,Northern,Female,17,Rural,Tertiary,155639,0,1
R18305,2022,Masaka,Central,Female,16,Rural,Primary,127228,1,0
R18306,2024,Mbarara,Western,Female,15,Urban,Secondary,304118,0,1
R18307,2022,Lira,Northern,Male,17,Rural,Secondary,47671,1,0
R18308,2021,Mbale,Eastern,Male,13,Urban,Secondary,151209,0,1
R18309,2021,Arua,Northern,Female,12,Rural,Primary,315189,0,1
R18310,2024,Fort Portal,Western,Female,17,Rural,Primary,337051,0,1
R18311,2024,Gulu,Northern,Male,19,Urban,Primary,361870,1,0
R18312,2023,Fort Portal,Western,Male,15,Rural,Tertiary,372163,0,1
R18313,2021,Kampala,Central,Female,20,Urban,Primary,344636,1,0
R18314,2024,Mbale,Eastern,Male,15,Urban,Primary,401592,1,0
R18315,2024,Jinja,Eastern,Female,19,Urban,University,307348,0,1
R18316,2023,Arua,Northern,Female,17,Rural,Tertiary,127132,0,1
R18317,2021,Arua,Northern,Male,19,Rural,didnot attend school,13051,0,1
R18318,2023,Mbarara,Western,Male,19,Urban,University,308236,1,0
R18319,2023,Gulu,Northern,Female,18,Urban,Secondary,133142,1,0
R18320,2024,Mbale,Eastern,Male,12,Urban,Primary,261749,0,1
R18321,2022,Kampala,Central,Female,19,Urban,Primary,39140,1,0
R18322,2022,Mbarara,Western,Male,18,Urban,Secondary,398022,1,0
R18323,2022,Lira,Northern,Male,18,Rural,Tertiary,92433,1,0
R18324,2023,Mbale,Eastern,Male,18,Urban,Primary,174233,1,0
R18325,2022,Kampala,Central,Female,16,Urban,Primary,299067,0,1
R18326,2021,Masaka,Central,Male,13,Rural,Primary,360966,1,0
R18327,2022,Jinja,Eastern,Male,18,Urban,Secondary,290839,1,0
R18328,2023,Lira,Northern,Male,19,Rural,Primary,339610,1,0
R18329,2021,Mbale,Eastern,Male,20,Urban,didnot attend school,456418,0,1
R18330,2024,Arua,Northern,Male,12,Rural,Secondary,230317,1,0
R18331,2022,Jinja,Eastern,Male,20,Urban,Tertiary,448820,1,0
R18332,2024,Gulu,Northern,Male,19,Urban,Secondary,351979,1,0
R18333,2022,Lira,Northern,Male,12,Rural,Primary,427406,0,1
R18334,2021,Masaka,Central,Female,18,Rural,Primary,423055,1,0
R18335,2022,Mbarara,Western,Female,15,Urban,Primary,1745906,1,0
R18336,2022,Gulu,Northern,Male,17,Urban,University,231065,0,1
R18337,2021,Kampala,Central,Female,15,Urban,Tertiary,17482,1,0
R18338,2023,Mbale,Eastern,Female,14,Urban,Primary,86799,1,0
R18339,2021,Kampala,Central,Female,15,Urban,Primary,442469,1,0
R18340,2022,Masaka,Central,Female,20,Rural,Secondary,519076,1,0
R18341,2022,Fort Portal,Western,Female,12,Rural,Secondary,220138,0,1
R18342,2023,Lira,Northern,Female,16,Rural,Primary,85963,1,0
R18343,2023,Arua,Northern,Male,19,Rural,Tertiary,2238112,0,1
R18344,2023,Arua,Northern,Male,14,Rural,Tertiary,449432,0,1
R18345,2023,Kampala,Central,Female,14,Urban,Secondary,37117,1,0
R18346,2021,Mbale,Eastern,Male,17,Urban,Tertiary,220423,0,1
R18347,2024,Mbarara,Western,Female,13,Urban,Tertiary,2692286,1,0
R18348,2021,Gulu,Northern,Male,19,Urban,Tertiary,243088,1,0
R18349,2023,Jinja,Eastern,Female,17,Urban,University,455386,0,1
R18350,2024,Masaka,Central,Female,19,Rural,Primary,296381,0,1
R18351,2022,Fort Portal,Western,Female,17,Rural,Primary,400885,0,1
R18352,2021,Jinja,Eastern,Female,17,Urban,Tertiary,472126,0,1
R18353,2021,Mbarara,Western,Female,13,Urban,Tertiary,480746,1,0
R18354,2022,Gulu,Northern,Male,14,Urban,University,1746044,1,0
R18355,2022,Jinja,Eastern,Male,14,Urban,didnot attend school,316199,0,1
R18356,2023,Fort Portal,Western,Male,18,Rural,Secondary,248216,0,1
R18357,2023,Lira,Northern,Female,20,Rural,didnot attend school,454432,1,0
R18358,2021,Gulu,Northern,Female,17,Urban,Secondary,455418,0,1
R18359,2024,Mbale,Eastern,Male,16,Urban,Primary,125552,1,0
R18360,2023,Gulu,Northern,Female,15,Urban,didnot attend school,1845543,1,0
R18361,2022,Gulu,Northern,Male,17,Urban,didnot attend school,107179,1,0
R18362,2021,Mbarara,Western,Female,16,Urban,Secondary,436185,0,1
R18363,2021,Mbale,Eastern,Male,17,Urban,Primary,35094,0,1
R18364,2023,Gulu,Northern,Male,17,Urban,didnot attend school,313685,1,0
R18365,2022,Kampala,Central,Female,19,Urban,Primary,490233,0,1
R18366,2023,Masaka,Central,Male,18,Rural,Primary,474012,0,1
R18367,2021,Masaka,Central,Male,20,Rural,University,204389,0,1
R18368,2023,Kampala,Central,Female,13,Urban,Primary,324595,0,1
R18369,2022,Lira,Northern,Male,17,Rural,Primary,298155,0,1
R18370,2023,Jinja,Eastern,Male,14,Urban,Tertiary,25396,1,0
R18371,2022,Lira,Northern,Female,15,Rural,Secondary,1115269,1,0
R18372,2022,Mbale,Eastern,Female,12,Urban,Secondary,485083,1,0
R18373,2024,Lira,Northern,Female,16,Rural,Secondary,50170,0,1
R18374,2021,Mbarara,Western,Male,19,Urban,University,29932,0,1
R18375,2021,Gulu,Northern,Male,15,Urban,Primary,239722,0,1
R18376,2024,Mbarara,Western,Female,20,Urban,University,447143,0,1
R18377,2024,Fort Portal,Western,Female,20,Rural,Tertiary,247736,0,1
R18378,2024,Gulu,Northern,Male,19,Urban,Secondary,259399,1,0
R18379,2023,Jinja,Eastern,Male,18,Urban,Secondary,108882,1,0
R18380,2024,Lira,Northern,Female,16,Rural,Secondary,342863,0,1
R18381,2021,Soroti,Eastern,Female,16,Rural,didnot attend school,85000,0,1
R18382,2024,Soroti,Eastern,Male,13,Rural,Primary,469871,1,0
R18383,2022,Fort Portal,Western,Male,19,Rural,University,400463,0,1
R18384,2022,Lira,Northern,Male,20,Rural,Secondary,460363,1,0
R18385,2024,Soroti,Eastern,Male,14,Rural,Primary,476437,0,1
R18386,2022,Mbarara,Western,Male,19,Urban,Tertiary,2179545,1,0
R18387,2022,Fort Portal,Western,Female,20,Rural,Secondary,265672,0,1
R18388,2021,Fort Portal,Western,Male,18,Rural,didnot attend school,472975,0,1
R18389,2023,Arua,Northern,Male,12,Rural,Secondary,256009,0,1
R18390,2021,Masaka,Central,Female,18,Rural,Secondary,201495,0,1
R18391,2023,Fort Portal,Western,Male,13,Rural,Primary,107604,1,0
R18392,2023,Fort Portal,Western,Female,20,Rural,University,480768,0,1
R18393,2023,Mbale,Eastern,Male,17,Urban,Primary,348920,0,1
R18394,2023,Lira,Northern,Male,16,Rural,Primary,17986,1,0
R18395,2022,Gulu,Northern,Male,14,Urban,didnot attend school,104638,0,1
R18396,2022,Jinja,Eastern,Female,19,Urban,Secondary,409061,0,1
R18397,2024,Masaka,Central,Female,17,Rural,Primary,479032,1,0
R18398,2021,Fort Portal,Western,Male,19,Rural,Primary,1941524,1,0
R18399,2021,Jinja,Eastern,Female,13,Urban,Tertiary,188907,0,1
R18400,2022,Lira,Northern,Female,16,Rural,didnot attend school,234229,1,0
R18401,2024,Fort Portal,Western,Female,16,Rural,Tertiary,236898,0,1
R18402,2021,Kampala,Central,Female,14,Urban,Secondary,131772,0,1
R18403,2024,Mbale,Eastern,Female,18,Urban,University,39340,1,0
R18404,2022,Gulu,Northern,Male,16,Urban,Secondary,1985431,0,1
R18405,2023,Masaka,Central,Female,12,Rural,didnot attend school,104808,1,0
R18406,2023,Fort Portal,Western,Female,19,Rural,didnot attend school,174843,1,0
R18407,2024,Jinja,Eastern,Female,19,Urban,Tertiary,38483,0,1
R18408,2021,Lira,Northern,Male,12,Rural,Tertiary,42797,0,1
R18409,2021,Soroti,Eastern,Female,14,Rural,Primary,12003,0,1
R18410,2021,Fort Portal,Western,Female,14,Rural,Secondary,489230,1,0
R18411,2023,Jinja,Eastern,Female,14,Urban,Primary,321727,0,1
R18412,2023,Masaka,Central,Female,19,Rural,University,690516,1,0
R18413,2021,Gulu,Northern,Female,14,Urban,University,1273512,1,0
R18414,2023,Mbale,Eastern,Female,18,Urban,University,87418,1,0
R18415,2021,Masaka,Central,Male,13,Rural,Tertiary,242954,1,0
R18416,2024,Kampala,Central,Male,17,Urban,University,227617,1,0
R18417,2021,Kampala,Central,Female,15,Urban,Primary,168148,1,0
R18418,2023,Arua,Northern,Female,17,Rural,Tertiary,1994185,0,1
R18419,2024,Arua,Northern,Male,15,Rural,Secondary,101495,1,0
R18420,2022,Arua,Northern,Female,20,Rural,University,19007,0,1
R18421,2022,Fort Portal,Western,Female,17,Rural,Secondary,118340,1,0
R18422,2022,Gulu,Northern,Male,16,Urban,didnot attend school,149353,1,0
R18423,2023,Arua,Northern,Male,14,Rural,Secondary,333220,1,0
R18424,2021,Arua,Northern,Male,18,Rural,Secondary,327102,1,0
R18425,2023,Masaka,Central,Female,20,Rural,Primary,465633,1,0
R18426,2021,Arua,Northern,Female,16,Rural,Primary,473903,0,1
R18427,2022,Mbarara,Western,Female,20,Urban,Secondary,2349547,1,0
R18428,2024,Jinja,Eastern,Female,19,Urban,Primary,358257,0,1
R18429,2021,Gulu,Northern,Female,16,Urban,Primary,2562112,0,1
