Id,Year,Age dimension,Codes for death causes,Deaths Rounded off,Number of child Deaths,Date,TimeDimensionBegin,TimeDimensionEnd,Country,Sex,Child age,Causes of death
6617854,2011,AGEGROUP_DAYS0-27,CHILDCAUSE_CH7,271.0,270.96587,2023-11-20T10:08:29Z,01-01-11,31-12-11,Somalia,Both sexes,0-27 days,Meningitis/encephalitis
6620163,2020,AGEGROUP_DAYS0-27,CHILDCAUSE_CH10,10050.2,10050.17376,2023-11-20T10:20:34Z,01-01-20,31-12-20,Somalia,Both sexes,0-27 days,Prematurity
6620693,2003,AGEGROUP_DAYS0-27,CHILDCAUSE_CH12,2535.1,2535.14454,2023-11-20T10:17:17Z,01-01-03,31-12-03,Uganda,Both sexes,0-27 days,Sepsis and other infectious conditions of the newborn
6621224,2007,AGEGROUP_YEARS0-4,CHILDCAUSE_CH11,4799.012738853503,36753.39808,2024-03-25T14:04:48Z,01-01-07,31-12-07,Ethiopia,Both sexes,0-4 years of age,Birth asphyxia and birth trauma
6622360,2011,AGEGROUP_YEARS0-4,CHILDCAUSE_CH11,7012.0,7012.36801,2024-03-25T14:04:48Z,01-01-11,31-12-11,Somalia,Both sexes,0-4 years of age,Birth asphyxia and birth trauma
6623099,2007,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH16,68.4,68.42065,2023-11-20T10:00:58Z,01-01-07,31-12-07,Djibouti,Both sexes,1-59 months,Other noncommunicable diseases (postneonatal only)
6627423,2013,AGEGROUP_YEARS0-4,CHILDCAUSE_CH10,3554.0,3553.63457,2024-03-25T14:04:48Z,01-01-13,31-12-13,Rwanda,Both sexes,0-4 years of age,Prematurity
6628551,2008,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH2,48.4,48.39509,2023-11-20T09:59:13Z,01-01-08,31-12-08,Djibouti,Both sexes,1-59 months,HIV/AIDS
6629881,2017,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH6,71.0,70.97564,2023-11-20T10:01:12Z,01-01-17,31-12-17,Rwanda,Both sexes,1-59 months,Measles
6630228,2015,AGEGROUP_YEARS0-4,CHILDCAUSE_CH12,1978.0,1978.14083,2024-03-25T14:04:48Z,01-01-15,31-12-15,Uganda,Both sexes,0-4 years of age,Sepsis and other infectious conditions of the newborn
6632875,2018,AGEGROUP_YEARS0-4,CHILDCAUSE_CH3,3987.0,3987.16268,2024-03-25T14:04:48Z,01-01-18,31-12-18,Uganda,Both sexes,0-4 years of age,Diarrhoeal diseases
6634499,2018,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH15,42.8,42.81268,2023-11-20T09:58:37Z,01-01-18,31-12-18,Djibouti,Both sexes,1-59 months,Congenital anomalies
6635389,2010,AGEGROUP_DAYS0-27,CHILDCAUSE_CH5,99.5,99.48003,2023-11-20T10:02:51Z,01-01-10,31-12-10,Uganda,Both sexes,0-27 days,Tetanus
6635418,2017,AGEGROUP_DAYS0-27,CHILDCAUSE_CH9,56.0,55.9852,2023-11-20T09:59:57Z,01-01-17,31-12-17,Djibouti,Both sexes,0-27 days,Acute lower respiratory infections
6635977,2009,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH10,98.7,98.67273,2023-11-20T10:02:48Z,01-01-09,31-12-09,Eritrea,Both sexes,1-59 months,Prematurity
6636229,2008,AGEGROUP_YEARS0-4,CHILDCAUSE_CH16,4799.012738853503,19714.40221581169,2024-03-25T14:04:48Z,01-01-08,31-12-08,Ethiopia,Both sexes,0-4 years of age,Other noncommunicable diseases (postneonatal only)
6636463,2000,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH8,25.0,25.0,2023-11-20T09:56:05Z,01-01-00,31-12-00,Eritrea,Both sexes,1-59 months,Malaria
6637498,2020,AGEGROUP_YEARS0-4,CHILDCAUSE_CH13,1821.1155115511551,1989.493064318182,2024-03-25T14:04:48Z,01-01-20,31-12-20,Rwanda,Both sexes,0-4 years of age,Other Group 1 (postneonatal only)
6638068,2017,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH18,186.2,186.20229,2023-11-20T10:05:59Z,01-01-17,31-12-17,Burundi,Both sexes,1-59 months,Tuberculosis
6638235,2014,AGEGROUP_YEARS0-4,CHILDCAUSE_CH5,262.0,262.33467,2024-03-25T14:04:48Z,01-01-14,31-12-14,South Sudan,Both sexes,0-4 years of age,Tetanus
6638552,2002,AGEGROUP_YEARS0-4,CHILDCAUSE_CH11,285.0,284.63115,2024-03-25T14:04:48Z,01-01-02,31-12-02,Djibouti,Both sexes,0-4 years of age,Birth asphyxia and birth trauma
6641838,2018,AGEGROUP_YEARS0-4,CHILDCAUSE_CH16,2352.1143790849674,2404.900825714286,2024-03-25T14:04:48Z,01-01-18,31-12-18,Burundi,Both sexes,0-4 years of age,Other noncommunicable diseases (postneonatal only)
6641882,2012,AGEGROUP_DAYS0-27,CHILDCAUSE_CH11,30170.6,30170.64127,2023-11-20T10:21:40Z,01-01-12,31-12-12,Ethiopia,Both sexes,0-27 days,Birth asphyxia and birth trauma
6647631,2021,AGEGROUP_YEARS0-4,CHILDCAUSE_CH5,38.0,38.22946,2024-03-25T14:04:48Z,01-01-21,31-12-21,Kenya,Both sexes,0-4 years of age,Tetanus
6649137,2015,AGEGROUP_DAYS0-27,CHILDCAUSE_CH11,7561.2,7561.20248,2023-11-20T10:20:01Z,01-01-15,31-12-15,Kenya,Both sexes,0-27 days,Birth asphyxia and birth trauma
6649733,2011,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH2,360.2,360.19025,2023-11-20T10:09:51Z,01-01-11,31-12-11,Rwanda,Both sexes,1-59 months,HIV/AIDS
6649823,2013,AGEGROUP_YEARS0-4,CHILDCAUSE_CH19,6448.0,6448.19529,2024-03-25T14:04:48Z,01-01-13,31-12-13,Burundi,Both sexes,0-4 years of age,Other Group 1 and Other noncommunicable (neonatal and under-5 only)
6650643,2016,AGEGROUP_YEARS0-4,CHILDCAUSE_CH9,2423.76,20569.21187,2024-03-25T14:04:48Z,01-01-16,31-12-16,Somalia,Both sexes,0-4 years of age,Acute lower respiratory infections
6652137,2019,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH13,109.7,109.6701,2023-11-20T10:03:22Z,01-01-19,31-12-19,Djibouti,Both sexes,1-59 months,Other Group 1 (postneonatal only)
6654078,2015,AGEGROUP_YEARS0-4,CHILDCAUSE_CH16,3878.738532110092,7716.570380779221,2024-03-25T14:04:48Z,01-01-15,31-12-15,Uganda,Both sexes,0-4 years of age,Other noncommunicable diseases (postneonatal only)
6654102,2017,AGEGROUP_YEARS0-4,CHILDCAUSE_CH8,8149.0,8148.59603,2024-03-25T14:04:48Z,01-01-17,31-12-17,Uganda,Both sexes,0-4 years of age,Malaria
6654137,2011,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH10,2015.6,2015.59699,2023-11-20T10:16:36Z,01-01-11,31-12-11,Ethiopia,Both sexes,1-59 months,Prematurity
6654531,2007,AGEGROUP_YEARS0-4,CHILDCAUSE_CH16,2423.76,6182.66386185065,2024-03-25T14:04:48Z,01-01-07,31-12-07,Somalia,Both sexes,0-4 years of age,Other noncommunicable diseases (postneonatal only)
6654997,2006,AGEGROUP_YEARS0-4,CHILDCAUSE_CH2,82.0,82.44135,2024-03-25T14:04:48Z,01-01-06,31-12-06,Eritrea,Both sexes,0-4 years of age,HIV/AIDS
6656098,2009,AGEGROUP_DAYS0-27,CHILDCAUSE_CH15,4503.7,4503.65551,2023-11-20T10:18:54Z,01-01-09,31-12-09,Ethiopia,Both sexes,0-27 days,Congenital anomalies
6656940,2018,AGEGROUP_YEARS0-4,CHILDCAUSE_CH13,3534.225,5900.436019902598,2024-03-25T14:04:48Z,01-01-18,31-12-18,Kenya,Both sexes,0-4 years of age,Other Group 1 (postneonatal only)
6657426,2017,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH12,0.0,0.0,2023-11-20T09:25:12Z,01-01-17,31-12-17,Djibouti,Both sexes,1-59 months,Sepsis and other infectious conditions of the newborn
6658322,2002,AGEGROUP_DAYS0-27,CHILDCAUSE_CH9,305.7,305.66353,2023-11-20T10:09:06Z,01-01-02,31-12-02,Eritrea,Both sexes,0-27 days,Acute lower respiratory infections
6658601,2019,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH2,49.1,49.10334,2023-11-20T09:59:17Z,01-01-19,31-12-19,Somalia,Both sexes,1-59 months,HIV/AIDS
6659655,2007,AGEGROUP_DAYS0-27,CHILDCAUSE_CH8,0.0,0.0,2023-11-20T09:25:11Z,01-01-07,31-12-07,Djibouti,Both sexes,0-27 days,Malaria
6660567,2005,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH12,0.0,0.0,2023-11-20T09:25:53Z,01-01-05,31-12-05,Eritrea,Both sexes,1-59 months,Sepsis and other infectious conditions of the newborn
6661794,2008,AGEGROUP_DAYS0-27,CHILDCAUSE_CH5,125.7,125.67078,2023-11-20T10:04:02Z,01-01-08,31-12-08,Uganda,Both sexes,0-27 days,Tetanus
6662303,2021,AGEGROUP_YEARS0-4,CHILDCAUSE_CH13,4799.012738853503,19714.40221581169,2024-03-25T14:04:48Z,01-01-21,31-12-21,Ethiopia,Both sexes,0-4 years of age,Other Group 1 (postneonatal only)
6663540,2020,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH10,1637.2,1637.15958,2023-11-20T10:15:55Z,01-01-20,31-12-20,Ethiopia,Both sexes,1-59 months,Prematurity
6664499,2008,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH7,1167.5,1167.47623,2023-11-20T10:14:42Z,01-01-08,31-12-08,Kenya,Both sexes,1-59 months,Meningitis/encephalitis
6664816,2000,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH13,2423.7,2423.74404,2023-11-20T10:17:09Z,01-01-00,31-12-00,Burundi,Both sexes,1-59 months,Other Group 1 (postneonatal only)
6666668,2013,AGEGROUP_DAYS0-27,CHILDCAUSE_CH12,9023.1,9023.10674,2023-11-20T10:20:22Z,01-01-13,31-12-13,Ethiopia,Both sexes,0-27 days,Sepsis and other infectious conditions of the newborn
6666906,2017,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH10,744.9,744.85662,2023-11-20T10:12:57Z,01-01-17,31-12-17,Somalia,Both sexes,1-59 months,Prematurity
6669232,2010,AGEGROUP_DAYS0-27,CHILDCAUSE_CH5,4.8,4.83488,2023-11-20T09:48:58Z,01-01-10,31-12-10,Eritrea,Both sexes,0-27 days,Tetanus
6669683,2016,AGEGROUP_DAYS0-27,CHILDCAUSE_CH6,0.0,0.0,2023-11-20T09:25:11Z,01-01-16,31-12-16,Djibouti,Both sexes,0-27 days,Measles
6670755,2003,AGEGROUP_DAYS0-27,CHILDCAUSE_CH6,0.0,0.0,2023-11-20T09:25:10Z,01-01-03,31-12-03,Djibouti,Both sexes,0-27 days,Measles
6672627,2003,AGEGROUP_YEARS0-4,CHILDCAUSE_CH19,4799.012738853503,62689.66271,2024-03-25T14:04:48Z,01-01-03,31-12-03,Ethiopia,Both sexes,0-4 years of age,Other Group 1 and Other noncommunicable (neonatal and under-5 only)
6676534,2007,AGEGROUP_YEARS0-4,CHILDCAUSE_CH17,6358.0,6357.5203,2024-03-25T14:04:48Z,01-01-07,31-12-07,Ethiopia,Both sexes,0-4 years of age,Injuries
6676951,2010,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH13,7266.7,7266.73567,2023-11-20T10:19:56Z,01-01-10,31-12-10,Kenya,Both sexes,1-59 months,Other Group 1 (postneonatal only)
6677244,2017,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH11,973.1,973.13886,2023-11-20T10:14:05Z,01-01-17,31-12-17,Kenya,Both sexes,1-59 months,Birth asphyxia and birth trauma
6677765,2007,AGEGROUP_DAYS0-27,CHILDCAUSE_CH18,0.0,0.0,2023-11-20T09:36:55Z,01-01-07,31-12-07,South Sudan,Both sexes,0-27 days,Tuberculosis
6679000,2009,AGEGROUP_YEARS0-4,CHILDCAUSE_CH16,3878.738532110092,7716.570380779221,2024-03-25T14:04:48Z,01-01-09,31-12-09,Uganda,Both sexes,0-4 years of age,Other noncommunicable diseases (postneonatal only)
6679763,2016,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH11,368.2,368.17829,2023-11-20T10:09:57Z,01-01-16,31-12-16,Burundi,Both sexes,1-59 months,Birth asphyxia and birth trauma
6680289,2005,AGEGROUP_DAYS0-27,CHILDCAUSE_CH10,43228.1,43228.11019,2023-11-20T10:21:55Z,01-01-05,31-12-05,Ethiopia,Both sexes,0-27 days,Prematurity
6680813,2004,AGEGROUP_DAYS0-27,CHILDCAUSE_CH5,546.6,546.55358,2023-11-20T10:11:39Z,01-01-04,31-12-04,Somalia,Both sexes,0-27 days,Tetanus
6682033,2009,AGEGROUP_DAYS0-27,CHILDCAUSE_CH5,244.5,244.53611,2023-11-20T10:07:58Z,01-01-09,31-12-09,South Sudan,Both sexes,0-27 days,Tetanus
6682655,2004,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH15,554.3,554.32194,2023-11-20T10:11:43Z,01-01-04,31-12-04,Uganda,Both sexes,1-59 months,Congenital anomalies
6684189,2008,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH9,4534.2,4534.19483,2023-11-20T10:18:55Z,01-01-08,31-12-08,Rwanda,Both sexes,1-59 months,Acute lower respiratory infections
6684267,2021,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH17,1624.3,1624.28961,2023-11-20T10:15:54Z,01-01-21,31-12-21,Burundi,Both sexes,1-59 months,Injuries
6684936,2008,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH7,1242.1,1242.10735,2023-11-20T10:14:56Z,01-01-08,31-12-08,South Sudan,Both sexes,1-59 months,Meningitis/encephalitis
6684937,2015,AGEGROUP_DAYS0-27,CHILDCAUSE_CH3,300.5,300.53985,2023-11-20T10:09:01Z,01-01-15,31-12-15,Kenya,Both sexes,0-27 days,Diarrhoeal diseases
6685291,2013,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH18,495.9,495.87072,2023-11-20T10:11:13Z,01-01-13,31-12-13,South Sudan,Both sexes,1-59 months,Tuberculosis
6686900,2002,AGEGROUP_YEARS0-4,CHILDCAUSE_CH12,1616.0,1616.14096,2024-03-25T14:04:48Z,01-01-02,31-12-02,Somalia,Both sexes,0-4 years of age,Sepsis and other infectious conditions of the newborn
6688167,2013,AGEGROUP_YEARS0-4,CHILDCAUSE_CH16,4799.012738853503,19714.40221581169,2024-03-25T14:04:48Z,01-01-13,31-12-13,Ethiopia,Both sexes,0-4 years of age,Other noncommunicable diseases (postneonatal only)
6688777,2004,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH13,3810.3,3810.29165,2023-11-20T10:18:32Z,01-01-04,31-12-04,Burundi,Both sexes,1-59 months,Other Group 1 (postneonatal only)
6691013,2019,AGEGROUP_DAYS0-27,CHILDCAUSE_CH19,3473.8,3473.78485,2023-11-20T10:18:17Z,01-01-19,31-12-19,Uganda,Both sexes,0-27 days,Other Group 1 and Other noncommunicable (neonatal and under-5 only)
6691016,2008,AGEGROUP_YEARS0-4,CHILDCAUSE_CH15,625.0,625.45501,2024-03-25T14:04:48Z,01-01-08,31-12-08,South Sudan,Both sexes,0-4 years of age,Congenital anomalies
6691192,2005,AGEGROUP_YEARS0-4,CHILDCAUSE_CH11,3030.0,3030.48783,2024-03-25T14:04:48Z,01-01-05,31-12-05,Burundi,Both sexes,0-4 years of age,Birth asphyxia and birth trauma
6692125,2000,AGEGROUP_YEARS0-4,CHILDCAUSE_CH3,8080.0,8080.40022,2024-03-25T14:04:48Z,01-01-00,31-12-00,South Sudan,Both sexes,0-4 years of age,Diarrhoeal diseases
6693293,2018,AGEGROUP_YEARS0-4,CHILDCAUSE_CH12,7760.0,7760.10452,2024-03-25T14:04:48Z,01-01-18,31-12-18,Ethiopia,Both sexes,0-4 years of age,Sepsis and other infectious conditions of the newborn
6696009,2015,AGEGROUP_DAYS0-27,CHILDCAUSE_CH6,0.0,0.0,2023-11-20T09:36:44Z,01-01-15,31-12-15,Somalia,Both sexes,0-27 days,Measles
6696931,2001,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH10,1624.6,1624.63392,2023-11-20T10:15:54Z,01-01-01,31-12-01,Ethiopia,Both sexes,1-59 months,Prematurity
6697058,2002,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH3,9772.0,9771.99065,2023-11-20T10:20:31Z,01-01-02,31-12-02,Uganda,Both sexes,1-59 months,Diarrhoeal diseases
6698053,2004,AGEGROUP_YEARS0-4,CHILDCAUSE_CH3,800.0,799.74583,2024-03-25T14:04:48Z,01-01-04,31-12-04,Eritrea,Both sexes,0-4 years of age,Diarrhoeal diseases
6702011,2015,AGEGROUP_DAYS0-27,CHILDCAUSE_CH15,2192.7,2192.7302,2023-11-20T10:16:51Z,01-01-15,31-12-15,Kenya,Both sexes,0-27 days,Congenital anomalies
6702076,2016,AGEGROUP_YEARS0-4,CHILDCAUSE_CH13,133.2694805194805,133.27039600649348,2024-03-25T14:04:48Z,01-01-16,31-12-16,Djibouti,Both sexes,0-4 years of age,Other Group 1 (postneonatal only)
6704099,2009,AGEGROUP_YEARS0-4,CHILDCAUSE_CH15,5398.0,5398.22719,2024-03-25T14:04:48Z,01-01-09,31-12-09,Kenya,Both sexes,0-4 years of age,Congenital anomalies
6704227,2000,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH3,4126.8,4126.75976,2023-11-20T10:18:44Z,01-01-00,31-12-00,Burundi,Both sexes,1-59 months,Diarrhoeal diseases
6708644,2011,AGEGROUP_YEARS0-4,CHILDCAUSE_CH10,6224.0,6224.38045,2024-03-25T14:04:48Z,01-01-11,31-12-11,South Sudan,Both sexes,0-4 years of age,Prematurity
6708860,2014,AGEGROUP_YEARS0-4,CHILDCAUSE_CH2,23.0,22.97606,2024-03-25T14:04:48Z,01-01-14,31-12-14,Djibouti,Both sexes,0-4 years of age,HIV/AIDS
6709028,2016,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH7,1804.9,1804.88612,2023-11-20T10:16:15Z,01-01-16,31-12-16,Somalia,Both sexes,1-59 months,Meningitis/encephalitis
6709204,2011,AGEGROUP_DAYS0-27,CHILDCAUSE_CH8,0.0,0.0,2023-11-20T09:25:52Z,01-01-11,31-12-11,Eritrea,Both sexes,0-27 days,Malaria
6712027,2007,AGEGROUP_DAYS0-27,CHILDCAUSE_CH6,0.0,0.0,2023-11-20T09:25:10Z,01-01-07,31-12-07,Djibouti,Both sexes,0-27 days,Measles
6712485,2000,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH5,1.4,1.42468,2023-11-20T09:45:06Z,01-01-00,31-12-00,Rwanda,Both sexes,1-59 months,Tetanus
6712528,2003,AGEGROUP_DAYS0-27,CHILDCAUSE_CH12,186.3,186.29614,2023-11-20T10:06:00Z,01-01-03,31-12-03,Eritrea,Both sexes,0-27 days,Sepsis and other infectious conditions of the newborn
6713715,2017,AGEGROUP_YEARS0-4,CHILDCAUSE_CH3,4443.0,4443.2456,2024-03-25T14:04:48Z,01-01-17,31-12-17,Uganda,Both sexes,0-4 years of age,Diarrhoeal diseases
6715204,2015,AGEGROUP_YEARS0-4,CHILDCAUSE_CH11,7169.0,7168.72619,2024-03-25T14:04:48Z,01-01-15,31-12-15,Somalia,Both sexes,0-4 years of age,Birth asphyxia and birth trauma
6715440,2016,AGEGROUP_YEARS0-4,CHILDCAUSE_CH18,192.0,192.26735,2024-03-25T14:04:48Z,01-01-16,31-12-16,Burundi,Both sexes,0-4 years of age,Tuberculosis
6715723,2015,AGEGROUP_DAYS0-27,CHILDCAUSE_CH15,644.0,643.98484,2023-11-20T10:12:17Z,01-01-15,31-12-15,Rwanda,Both sexes,0-27 days,Congenital anomalies
6716953,2008,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH11,17.3,17.31042,2023-11-20T09:54:38Z,01-01-08,31-12-08,Djibouti,Both sexes,1-59 months,Birth asphyxia and birth trauma
6717327,2001,AGEGROUP_YEARS0-4,CHILDCAUSE_CH19,9177.0,9177.20142,2024-03-25T14:04:48Z,01-01-01,31-12-01,Rwanda,Both sexes,0-4 years of age,Other Group 1 and Other noncommunicable (neonatal and under-5 only)
6718427,2011,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH8,1.0,1.0,2023-11-20T09:44:03Z,01-01-11,31-12-11,Djibouti,Both sexes,1-59 months,Malaria
6719999,2000,AGEGROUP_YEARS0-4,CHILDCAUSE_CH11,276.0,276.44333,2024-03-25T14:04:48Z,01-01-00,31-12-00,Djibouti,Both sexes,0-4 years of age,Birth asphyxia and birth trauma
6720883,2017,AGEGROUP_YEARS0-4,CHILDCAUSE_CH19,1035.0,1035.4328,2024-03-25T14:04:48Z,01-01-17,31-12-17,Eritrea,Both sexes,0-4 years of age,Other Group 1 and Other noncommunicable (neonatal and under-5 only)
6721230,2006,AGEGROUP_YEARS0-4,CHILDCAUSE_CH16,133.2694805194805,133.27039600649348,2024-03-25T14:04:48Z,01-01-06,31-12-06,Djibouti,Both sexes,0-4 years of age,Other noncommunicable diseases (postneonatal only)
6723635,2006,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH8,3836.7,3836.73159,2023-11-20T10:18:33Z,01-01-06,31-12-06,Kenya,Both sexes,1-59 months,Malaria
6724264,2009,AGEGROUP_YEARS0-4,CHILDCAUSE_CH6,7204.0,7203.64917,2024-03-25T14:04:48Z,01-01-09,31-12-09,Somalia,Both sexes,0-4 years of age,Measles
6726079,2007,AGEGROUP_DAYS0-27,CHILDCAUSE_CH12,570.0,570.00364,2023-11-20T10:11:49Z,01-01-07,31-12-07,Rwanda,Both sexes,0-27 days,Sepsis and other infectious conditions of the newborn
6726150,2005,AGEGROUP_YEARS0-4,CHILDCAUSE_CH12,778.0,777.8062,2024-03-25T14:04:48Z,01-01-05,31-12-05,Burundi,Both sexes,0-4 years of age,Sepsis and other infectious conditions of the newborn
6726516,2006,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH11,1963.1,1963.05277,2023-11-20T10:16:30Z,01-01-06,31-12-06,Ethiopia,Both sexes,1-59 months,Birth asphyxia and birth trauma
6729004,2004,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH18,41.4,41.35912,2023-11-20T09:58:28Z,01-01-04,31-12-04,Djibouti,Both sexes,1-59 months,Tuberculosis
6729236,2008,AGEGROUP_YEARS0-4,CHILDCAUSE_CH7,26.0,25.87253,2024-03-25T14:04:48Z,01-01-08,31-12-08,Djibouti,Both sexes,0-4 years of age,Meningitis/encephalitis
6730713,2010,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH3,599.6,599.5728,2023-11-20T10:12:00Z,01-01-10,31-12-10,Eritrea,Both sexes,1-59 months,Diarrhoeal diseases
6731088,2014,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH11,142.0,142.00172,2023-11-20T10:04:35Z,01-01-14,31-12-14,South Sudan,Both sexes,1-59 months,Birth asphyxia and birth trauma
6734519,2011,AGEGROUP_YEARS0-4,CHILDCAUSE_CH19,3534.225,13668.2829,2024-03-25T14:04:48Z,01-01-11,31-12-11,Kenya,Both sexes,0-4 years of age,Other Group 1 and Other noncommunicable (neonatal and under-5 only)
6737641,2007,AGEGROUP_YEARS0-4,CHILDCAUSE_CH10,5674.0,5673.84855,2024-03-25T14:04:48Z,01-01-07,31-12-07,South Sudan,Both sexes,0-4 years of age,Prematurity
6738528,2003,AGEGROUP_DAYS0-27,CHILDCAUSE_CH19,3786.1,3786.09856,2023-11-20T10:18:31Z,01-01-03,31-12-03,Uganda,Both sexes,0-27 days,Other Group 1 and Other noncommunicable (neonatal and under-5 only)
6739553,2006,AGEGROUP_DAYS0-27,CHILDCAUSE_CH17,7.9,7.94572,2023-11-20T09:50:52Z,01-01-06,31-12-06,Eritrea,Both sexes,0-27 days,Injuries
6739652,2011,AGEGROUP_YEARS0-4,CHILDCAUSE_CH15,98.0,98.06997,2024-03-25T14:04:48Z,01-01-11,31-12-11,Djibouti,Both sexes,0-4 years of age,Congenital anomalies
6740077,2008,AGEGROUP_YEARS0-4,CHILDCAUSE_CH7,113.0,112.98855,2024-03-25T14:04:48Z,01-01-08,31-12-08,Eritrea,Both sexes,0-4 years of age,Meningitis/encephalitis
6741536,2011,AGEGROUP_DAYS0-27,CHILDCAUSE_CH2,6.1,6.10492,2023-11-20T09:49:48Z,01-01-11,31-12-11,Rwanda,Both sexes,0-27 days,HIV/AIDS
6744024,2010,AGEGROUP_YEARS0-4,CHILDCAUSE_CH10,9543.0,9543.31894,2024-03-25T14:04:48Z,01-01-10,31-12-10,Somalia,Both sexes,0-4 years of age,Prematurity
6745946,2004,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH2,1894.2,1894.16846,2023-11-20T10:16:23Z,01-01-04,31-12-04,Rwanda,Both sexes,1-59 months,HIV/AIDS
6746084,2016,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH15,33.7,33.69372,2023-11-20T09:57:30Z,01-01-16,31-12-16,Djibouti,Both sexes,1-59 months,Congenital anomalies
6746541,2015,AGEGROUP_DAYS0-27,CHILDCAUSE_CH10,9395.0,9395.00937,2023-11-20T10:20:26Z,01-01-15,31-12-15,Somalia,Both sexes,0-27 days,Prematurity
6749142,2014,AGEGROUP_YEARS0-4,CHILDCAUSE_CH16,2423.76,6182.66386185065,2024-03-25T14:04:48Z,01-01-14,31-12-14,Somalia,Both sexes,0-4 years of age,Other noncommunicable diseases (postneonatal only)
6749462,2003,AGEGROUP_DAYS0-27,CHILDCAUSE_CH8,0.0,0.0,2023-11-20T09:35:51Z,01-01-03,31-12-03,Rwanda,Both sexes,0-27 days,Malaria
6752845,2021,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH12,0.0,0.0,2023-11-20T09:35:51Z,01-01-21,31-12-21,Rwanda,Both sexes,1-59 months,Sepsis and other infectious conditions of the newborn
6752952,2015,AGEGROUP_DAYS0-27,CHILDCAUSE_CH8,0.0,0.0,2023-11-20T09:26:15Z,01-01-15,31-12-15,Ethiopia,Both sexes,0-27 days,Malaria
6754532,2021,AGEGROUP_YEARS0-4,CHILDCAUSE_CH16,133.2694805194805,133.27039600649348,2024-03-25T14:04:48Z,01-01-21,31-12-21,Djibouti,Both sexes,0-4 years of age,Other noncommunicable diseases (postneonatal only)
6755742,2013,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH13,152.6,152.60667,2023-11-20T10:04:55Z,01-01-13,31-12-13,Djibouti,Both sexes,1-59 months,Other Group 1 (postneonatal only)
6756304,2002,AGEGROUP_YEARS0-4,CHILDCAUSE_CH9,3534.225,18168.76,2024-03-25T14:04:48Z,01-01-02,31-12-02,Kenya,Both sexes,0-4 years of age,Acute lower respiratory infections
6760935,2003,AGEGROUP_DAYS0-27,CHILDCAUSE_CH11,3050.3,3050.28196,2023-11-20T10:17:54Z,01-01-03,31-12-03,Rwanda,Both sexes,0-27 days,Birth asphyxia and birth trauma
6761955,2012,AGEGROUP_YEARS0-4,CHILDCAUSE_CH12,1909.0,1908.69648,2024-03-25T14:04:48Z,01-01-12,31-12-12,Somalia,Both sexes,0-4 years of age,Sepsis and other infectious conditions of the newborn
6762993,2004,AGEGROUP_YEARS0-4,CHILDCAUSE_CH10,4474.0,4474.44316,2024-03-25T14:04:48Z,01-01-04,31-12-04,Burundi,Both sexes,0-4 years of age,Prematurity
6763742,2014,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH15,982.4,982.39866,2023-11-20T10:14:07Z,01-01-14,31-12-14,Burundi,Both sexes,1-59 months,Congenital anomalies
